AGAP001505,,81.44,0.001303336,0.23957422,0.000418271,1,,,
AGAP001515,,2.71,0.000527463,0.199748212,0,3,,,
AGAP001525,,33.52,0.000323863,0.214126907,7.09E-06,4,,,
AGAP001535,,76.42,0.013809532,0.240051672,0.000114615,3,core4854,,
AGAP001545,,65.87,0.006494372,0.228606809,7.77E-07,5,core4854,,
AGAP001555,,65.61,0.003760692,0.237577514,7.25E-05,4,core4854,,
AGAP001565,,19.39,7.15E-05,0.213133548,1.68E-05,1,,,
AGAP001585,,45.63,0.003323022,0.245017291,0.000664974,5,,,
AGAP001595,RpS29,139.65,0.012808032,0.24020276,7.93E-05,5,core4854,core6920,core7464
AGAP001615,,28.63,0.000397692,0.220594994,4.39E-05,4,,,
AGAP001625,,44,0.003730964,0.212423169,1.56E-05,3,,,
AGAP001635,,0.66,4.64E-09,0.129746833,0,2,,,
AGAP001645,,70.74,0.002037816,0.232662629,0.000179849,4,,,
AGAP001655,,50.96,0.000404065,0.224932685,8.98E-05,1,,,
AGAP001665,CPR2,623.83,0.083693193,0.278352043,0.005771114,3,core4854,core6920,
AGAP001675,,11.72,0.000162749,0.183871551,9.83E-05,9,,,
AGAP001685,,78.52,0.000534488,0.232507025,7.52E-05,1,,,
AGAP001695,,11.04,0.000156167,0.200234121,1.40E-06,6,,,
AGAP001705,,81.26,0.02088261,0.23167454,2.08E-05,3,core4854,,
AGAP001715,,10.58,0.000206851,0.230833955,0.000345243,1,,,
AGAP001725,,29.44,0.00026946,0.220975418,2.44E-06,1,,,
AGAP001735,,62.72,0.000366887,0.21541203,0.000137477,11,,,
AGAP001745,Rpn2,6.35,0.000107414,0.207498587,1.14E-05,5,,,
AGAP001765,,28.86,0.000429541,0.246408507,0.000620122,4,,,
AGAP001775,ABCC2,0.68,3.59E-06,0.169503229,0,5,,,
AGAP001795,,24.56,0.000209154,0.212730325,8.86E-07,4,,,
AGAP001805,RpL13,76.04,0.013017415,0.244876515,0.000313631,5,core4854,,
AGAP001825,,95.64,0.012018156,0.218295313,9.84E-06,10,core4854,,
AGAP001865,mRpL17,27.54,0.000106675,0.218835699,9.39E-05,1,,,
AGAP001885,,13.39,1.66E-05,0.20014226,3.09E-06,1,,,
AGAP001895,,20.48,0.00035829,0.209078714,5.57E-05,4,,,
AGAP001905,,1.39,1.35E-06,0.17296691,0,12,,,
AGAP001915,Gr24,105.42,0.009666251,0.232273946,0.000100116,2,core4854,,
AGAP001925,,18.86,0.000971224,0.207022124,7.16E-06,2,,,
AGAP001935,,66.14,0.017361385,0.23033662,1.80E-06,3,core4854,,
AGAP001945,,22.67,0.000442807,0.22574763,0.000176123,4,,,
AGAP001955,,1.96,2.11E-05,0.186635532,8.63E-08,5,,,
AGAP001965,,0.68,8.64E-10,0.131834396,0,9,,,
AGAP001975,,12.89,0.000181957,0.215353509,0,1,,,
AGAP001985,,101.13,0.007939097,0.240057027,0.000263047,2,core4854,,
AGAP001995,Prosalpha2,24.76,0.00038069,0.216448715,2.28E-05,1,,,
AGAP002005,,28.71,0.000838486,0.212381184,7.59E-05,2,,,
AGAP002015,,25.65,0.005098548,0.239078247,8.79E-05,6,,,
AGAP002025,OBP11,0.69,3.16E-07,0.156808054,0,2,,,
AGAP002035,,2.09,2.90E-05,0.197945356,0,4,,,
AGAP002055,,5.42,0.00043531,0.185860781,2.24E-06,10,,,
AGAP002065,,8.14,5.82E-05,0.212738829,1.68E-05,1,,,
AGAP002075,,86.11,0.000350576,0.22571306,0.000187893,8,,,
AGAP002085,,55.47,0.007534187,0.241441485,0.000742607,7,,,
AGAP002095,USP,46.22,0.015108364,0.227242864,5.13E-07,3,,,
AGAP002105,,52.74,0.000293358,0.209979834,7.83E-05,11,,,
AGAP002125,Or34,12.35,0.00322146,0.214110925,0,3,,,
AGAP002135,dpr9,63.62,0.001061803,0.215802701,1.86E-05,6,,,
AGAP002145,,83.91,0.000557451,0.213374872,3.87E-06,6,core4854,,
AGAP002155,,26.57,0.008254373,0.227343192,2.01E-07,3,,,
AGAP002175,,1.39,8.16E-05,0.197752235,0,5,,,
AGAP002185,,10.2,0.000120636,0.210915301,0,1,,,
AGAP002195,CYP325F2,11,8.73E-05,0.225627879,0.000157728,6,,,
AGAP002205,CYP325C2,0.73,3.30E-05,0.170476387,0,3,,,
AGAP002215,,2.07,2.93E-05,0.199867406,0,1,,,
AGAP002235,,2.8,3.11E-06,0.184061081,0,12,,,
AGAP002245,,150.03,0.013706427,0.253444654,1.45E-05,5,core4854,core6920,core7464
AGAP002265,,134.68,0.004417485,0.25341079,0.000718747,5,core4854,,
AGAP002275,,229.46,0.022076962,0.248313639,0.000456394,2,core4854,,
AGAP002285,,6.08,0.000252624,0.209849163,5.00E-07,5,,,
AGAP002295,,9.66,5.73E-05,0.215711316,0,1,,,
AGAP002305,,58.19,0.000290093,0.230771376,0.000101936,1,,,
AGAP002315,APG16L,11.19,0.001784155,0.222841017,6.87E-05,3,,,
AGAP002325,,22.76,0.000269045,0.2192818,0.000109659,2,,,
AGAP002335,,122.12,0.017189918,0.242996456,8.36E-05,4,core4854,,
AGAP002345,,15,3.21E-05,0.200430215,8.31E-06,1,,,
AGAP002355,,66.35,0.000675856,0.220299078,0.000155053,6,,,
AGAP002365,,47.37,0.000648374,0.205548015,0.000189431,11,,,
AGAP002375,,87.65,0.000893462,0.23028217,5.52E-06,1,core4854,,
AGAP002385,Trs33,91.9,0.001662426,0.230718083,2.50E-05,1,core4854,,
AGAP002395,RpL10-2,163.9,0.022610336,0.260520524,0.000253172,5,core4854,core6920,core7464
AGAP002405,,77.58,0.002380639,0.232467994,4.07E-05,5,core4854,,
AGAP002415,,1.98,1.44E-06,0.170035113,0,9,,,
AGAP002425,,0.68,1.82E-06,0.176205856,0,12,,,
AGAP002435,LL5,47.29,0.000796387,0.209996982,4.03E-05,2,,,
AGAP002445,,10.76,0.000286481,0.198755624,5.45E-05,3,,,
AGAP002455,,6.11,0.00011495,0.217665156,1.63E-05,1,,,
AGAP002465,,172.07,0.012189697,0.245860242,0.000364239,5,core4854,core6920,core7464
AGAP002475,,115.91,0.000774487,0.233864704,6.70E-05,8,core4854,,
AGAP002485,,51.1,0.007050216,0.231566766,1.63E-05,2,,,
AGAP002495,,8.76,0.00064003,0.197641647,1.79E-06,2,,,
AGAP002505,,50.98,0.002842692,0.224993974,0.000330191,6,,,
AGAP002515,,62.8,0.0006568,0.20685358,9.32E-05,11,,,
AGAP002525,,3.42,3.46E-05,0.187003932,3.56E-06,5,,,
AGAP002535,,70.36,0.000655536,0.226051066,1.60E-05,1,,,
AGAP002555,CYP325K1,23.95,0.001272199,0.227633749,5.52E-05,2,,,
AGAP002575,,11.82,0.002880685,0.20711881,0,3,,,
AGAP002585,,71.18,0.009154034,0.234490552,0.000184687,2,,,
AGAP002595,,16.59,0.000158891,0.200526068,5.33E-05,11,,,
AGAP002605,,148.05,0.001573285,0.243387061,0.000521361,4,core4854,,
AGAP002615,,13.29,0.000171127,0.225221143,1.48E-06,1,,,
AGAP002625,CTL9,16.03,0.001531454,0.224445479,1.76E-05,2,,,
AGAP002635,Gr13,69.62,0.002895399,0.221623534,3.11E-05,2,,,
AGAP002645,,5.61,0.000795232,0.201178397,0,3,,,
AGAP002655,,34.58,0.001808516,0.232881865,7.89E-05,4,,,
AGAP002665,Vps11,2.71,1.10E-05,0.189363665,0.000169765,1,,,
AGAP002685,APG8,183.9,0.01380234,0.244373878,3.63E-05,5,core4854,core6920,core7464
AGAP002695,,88.94,0.017412254,0.241609628,0.000119099,3,core4854,,
AGAP002705,,17.09,3.52E-05,0.201484958,8.19E-05,1,,,
AGAP002715,,4.14,0.000943578,0.211871083,6.30E-06,3,,,
AGAP002725,,13.79,0.000885774,0.210995142,2.18E-05,3,,,
AGAP002735,,18.78,0.001488588,0.216802246,5.38E-05,4,,,
AGAP002755,,4.08,1.49E-05,0.173164282,1.80E-07,2,,,
AGAP002765,,33.85,0.000845694,0.21469877,7.26E-05,2,,,
AGAP002775,,150.47,0.003075074,0.251076806,0.000998286,4,core4854,,
AGAP002795,,25.55,0.000259918,0.2190029,2.12E-06,1,,,
AGAP002805,,15.38,0.000172205,0.225231832,2.68E-05,1,,,
AGAP002815,CLIPA15,74.22,0.008293461,0.233301624,0.000149594,2,,,
AGAP002825,PPO1,45.87,0.006891315,0.220496109,3.28E-05,3,,,
AGAP002835,,6.08,1.23E-05,0.174594818,1.02E-06,7,,,
AGAP002845,,93.13,0.005059757,0.232372603,5.76E-05,2,,,
AGAP002855,,1.42,2.61E-06,0.161619173,0,7,,,
AGAP002865,CYP6P3,5.79,3.17E-05,0.178816909,0.000222869,9,,,
AGAP002875,,18.45,0.000307126,0.215888963,3.60E-08,4,,,
AGAP002885,,20.59,0.002115517,0.216137988,0.000170067,2,,,
AGAP002895,,6.25,1.67E-05,0.191889472,8.14E-06,1,,,
AGAP002905,OBP13,19.28,2.24E-05,0.190847159,0.000245624,7,,,
AGAP002915,,1.33,1.89E-07,0.160385279,8.63E-08,4,,,
AGAP002925,,111.44,0.002727878,0.246781999,0.001584813,7,,,
AGAP002935,eIF3f,15.92,0.000198518,0.224578026,6.38E-05,1,,,
AGAP002945,,4.79,6.32E-05,0.212540537,4.71E-06,1,,,
AGAP002955,,2.03,1.19E-05,0.176213608,0,4,,,
AGAP002975,,1.4,1.55E-06,0.16392437,1.05E-06,2,,,
AGAP002985,,39.37,0.000274001,0.207619566,7.48E-07,8,,,
AGAP002995,Or59,269.7,0.014203562,0.247067754,0.00211285,2,core4854,,
AGAP003005,,1.37,0.000217407,0.193006636,0,3,,,
AGAP003015,,2.04,8.27E-07,0.157610987,0.000169592,7,,,
AGAP003025,RpLp2,182.24,0.013831752,0.258448259,0.000888196,5,core4854,core6920,core7464
AGAP003035,,7.67,8.91E-05,0.2161763,0,1,,,
AGAP003055,,2.74,6.74E-05,0.181217162,9.35E-07,13,,,
AGAP003065,CYP11179,50.73,0.001935952,0.219536839,0.000145551,2,,,
AGAP003075,,12.96,0.000178174,0.213033026,3.99E-05,1,,,
AGAP003085,,24.31,0.000103991,0.215558325,4.30E-05,8,,,
AGAP003095,,2.01,7.13E-07,0.156107643,0,7,,,
AGAP003115,,208.32,0.030711108,0.245141952,0.000423919,3,core4854,,
AGAP003125,,0.65,1.63E-05,0.181502538,0,2,,,
AGAP003135,,142,0.001249046,0.236737239,0.001401339,1,,,
AGAP003145,,65.72,0.002000339,0.226165502,6.79E-05,2,,,
AGAP003155,,96.38,0.00104138,0.234479614,5.54E-06,1,core4854,,
AGAP003165,,6.89,0.000128485,0.208388532,1.29E-07,1,,,
AGAP003175,,28.17,0.003772452,0.22427583,1.08E-05,3,,,
AGAP003195,,2.77,0.000532657,0.209216211,8.63E-08,3,,,
AGAP003215,Rpt2,7.14,2.59E-05,0.193974542,1.02E-05,1,,,
AGAP003225,,195.91,0.001081439,0.238688927,0.000413429,8,core4854,,
AGAP003235,,65.25,0.011538697,0.229804222,0.000108548,3,core4854,,
AGAP003245,,3.44,3.61E-06,0.192933671,1.59E-05,2,,,
AGAP003255,,59.94,0.002083794,0.2268444,0.000109845,2,,,
AGAP003265,,2.06,2.81E-05,0.206999304,0,1,,,
AGAP003275,,65.07,0.001496073,0.229935227,0.000490459,2,,,
AGAP003285,,21.39,0.000375968,0.209410213,0.000248224,2,,,
AGAP003295,,3.48,2.58E-05,0.192289258,0,8,,,
AGAP003305,,151.91,0.026434455,0.241682583,0.000174715,3,core4854,,
AGAP003315,,8.35,0.000108921,0.210989461,4.31E-08,1,,,
AGAP003325,,82.02,0.007012459,0.229010133,3.87E-05,5,core4854,,
AGAP003335,,36.7,0.000737429,0.222304788,0.00022241,2,,,
AGAP003345,,174.58,0.004210712,0.258940831,0.001706014,4,core4854,,
AGAP003355,,79.23,0.004166631,0.228911026,0.000135181,6,,,
AGAP003365,,67.63,0.000807929,0.231866024,0.000230019,4,,,
AGAP003375,,58.92,0.005084116,0.216156639,5.16E-05,13,,,
AGAP003395,,65.3,0.002119359,0.238951681,0.000468632,4,,,
AGAP003405,,0.68,3.99E-06,0.175660131,0,2,,,
AGAP003415,,57.41,0.000931796,0.228733945,2.41E-05,1,,,
AGAP003425,,10.18,0.00034545,0.20666507,1.44E-08,4,,,
AGAP003445,Tsc1,9.02,0.00044424,0.207075383,2.33E-06,4,,,
AGAP003465,,16.62,0.001811872,0.206846738,2.30E-05,3,,,
AGAP003475,,32.08,0.001719568,0.220282568,4.47E-06,5,,,
AGAP003485,,40.4,0.000686642,0.225325673,4.64E-05,1,,,
AGAP003495,,3.37,9.33E-05,0.191225895,0,2,,,
AGAP003525,,22.65,0.000908944,0.22518596,0.000143685,5,,,
AGAP003535,,3.38,5.30E-06,0.177019772,2.45E-05,6,,,
AGAP003545,Osk,30.17,6.26E-05,0.199380306,9.58E-06,8,,,
AGAP003555,,67.48,0.001087344,0.2305357,1.28E-06,1,core4854,,
AGAP003565,,15.29,3.47E-05,0.214318882,0.000385976,1,,,
AGAP003575,,8.27,0.000139617,0.212506952,0,1,,,
AGAP003585,,75.81,0.000661945,0.238897626,0.000280361,1,,,
AGAP003595,,13.86,0.000178503,0.223089104,0,1,,,
AGAP003605,,33.05,0.001245834,0.227898207,4.23E-05,4,,,
AGAP003615,,22.71,0.000713238,0.221327088,5.35E-06,5,,,
AGAP003635,,4.92,0.000198947,0.210597379,4.43E-05,4,,,
AGAP003645,,2.8,8.50E-06,0.177115545,3.52E-06,4,,,
AGAP003655,,14.93,3.70E-05,0.201191292,1.61E-05,1,,,
AGAP003665,,7.58,0.00066783,0.209445653,2.54E-06,2,,,
AGAP003675,CRZ,2.06,3.36E-05,0.182407694,1.44E-07,2,,,
AGAP003685,,64.02,0.016831399,0.233798788,3.63E-06,3,core4854,,
AGAP003695,,4.25,3.25E-06,0.180163268,2.45E-05,9,,,
AGAP003705,,55.36,0.000455692,0.229609179,4.88E-05,1,,,
AGAP003715,,0.68,3.33E-08,0.1482337,0,7,,,
AGAP003725,,1.39,8.06E-05,0.181921495,0,4,,,
AGAP003745,,11.58,0.000207207,0.207484564,3.36E-06,4,,,
AGAP003755,,9.68,0.000224307,0.228620583,8.34E-07,4,,,
AGAP003775,,40.57,4.29E-05,0.204834277,0.000169461,9,,,
AGAP003785,,3.6,3.82E-06,0.18237132,0,9,,,
AGAP003795,,0.7,3.96E-06,0.176318612,0,4,,,
AGAP003805,,18.98,0.000208529,0.204288659,0.00010713,2,,,
AGAP003815,,24.81,0.000377157,0.219696064,1.45E-06,1,,,
AGAP003825,,72.91,0.000441123,0.238284589,0.00033,1,,,
AGAP003845,,8.89,1.44E-05,0.191182569,4.39E-06,1,,,
AGAP003855,,26.13,0.002488044,0.2133669,0.000112701,10,,,
AGAP003865,,115.41,0.001484373,0.245369016,0.000636292,4,core4854,,
AGAP003875,,8.14,0.001351216,0.207476435,0,2,,,
AGAP003885,,28.58,0.001444358,0.219218827,0.000114265,2,,,
AGAP003895,,26.04,0.000157739,0.196630969,1.51E-05,11,,,
AGAP003905,,0.7,4.30E-05,0.182567296,0,2,,,
AGAP003925,,2.71,7.64E-05,0.186949288,2.59E-07,4,,,
AGAP003935,Prosalpha1,69.97,0.001854891,0.229232891,0.000126939,5,,,
AGAP003945,,31.35,0.009260455,0.223717801,8.01E-06,3,,,
AGAP003965,,211.1,0.042314876,0.254923958,0.001087592,3,core4854,,
AGAP003975,,32.43,0.000385524,0.222846209,2.94E-06,1,,,
AGAP003995,,21.63,2.51E-06,0.185226045,4.19E-06,9,,,
AGAP004005,,262.02,0.027550036,0.248722033,0.000710868,2,core4854,,
AGAP004015,SP21408,76.36,0.0120001,0.224116927,0.000161397,10,core4854,,
AGAP004035,GPRFSH,26.65,0.000259923,0.216961348,0.0002158,2,,,
AGAP004055,,183.53,0.012557487,0.248499416,0.000133118,5,core4854,core6920,core7464
AGAP004065,,5.57,0.000130004,0.191522745,1.22E-07,5,,,
AGAP004085,,9.71,0.000157245,0.213165991,0,1,,,
AGAP004095,,4.67,1.55E-05,0.185123121,1.61E-05,9,,,
AGAP004115,,6.89,2.25E-05,0.203719152,1.12E-05,1,,,
AGAP004125,Osi2,96.79,0.014701739,0.228030839,0.000651525,3,,,
AGAP004135,,31.84,0.007641646,0.218081737,2.83E-06,3,,,
AGAP004145,,152.06,0.003586432,0.246133458,0.000130141,1,core4854,,
AGAP004165,GSTD2,32.03,0.003471131,0.208425465,1.34E-05,10,,,
AGAP004175,,13.81,0.00023464,0.212520103,4.17E-07,1,,,
AGAP004195,,1.39,1.87E-06,0.178075178,1.61E-05,9,,,
AGAP004205,,5.34,6.42E-05,0.197978531,6.33E-07,4,,,
AGAP004215,,9.14,0.003848596,0.224984544,4.56E-06,3,,,
AGAP004225,,15.97,0.000217326,0.222103969,3.63E-05,1,,,
AGAP004235,,76.71,0.006959788,0.247804504,0.000398273,5,core4854,,
AGAP004245,,6.84,5.42E-05,0.205560813,7.94E-06,4,,,
AGAP004255,,1.36,8.06E-06,0.183450129,2.47E-06,6,,,
AGAP004265,,23.8,0.000298939,0.227073015,0.000282583,1,,,
AGAP004275,,103.27,0.000621967,0.234199721,0.000241834,1,core4854,,
AGAP004285,,1.37,2.68E-06,0.172044036,1.09E-05,6,,,
AGAP004295,,21.88,7.05E-05,0.207532367,8.92E-06,1,,,
AGAP004315,,98.78,0.002135756,0.247513308,0.000537469,5,core4854,,
AGAP004335,,40.87,0.012235591,0.223135405,8.63E-08,3,,,
AGAP004345,,39.48,0.000266207,0.223885808,6.33E-05,8,,,
AGAP004355,Or27,95.85,0.00518394,0.232817848,0.000368377,2,,,
AGAP004375,,9.65,2.70E-05,0.204624187,5.20E-06,1,,,
AGAP004395,,65.32,0.004821189,0.230330502,5.41E-05,5,,,
AGAP004405,,144.4,0.007103105,0.245603258,0.000183232,4,core4854,,
AGAP004425,,24.46,0.000312145,0.219414493,0,1,,,
AGAP004435,,116.81,0.002543874,0.237557371,2.65E-05,1,core4854,,
AGAP004465,,110.3,0.001368223,0.235810579,0.000142535,1,core4854,,
AGAP004475,IR100i,46.45,0.008455046,0.236188548,8.37E-05,2,,,
AGAP004485,,2.73,3.28E-05,0.179710875,2.71E-06,6,,,
AGAP004495,,4.09,4.19E-05,0.199453545,0,1,,,
AGAP004515,,86.95,0.002623052,0.231170367,0.000191521,4,core4854,,
AGAP004535,,83.91,0.001055533,0.22603571,8.71E-05,4,,,
AGAP004545,,19.55,0.000172291,0.20764672,1.61E-05,8,,,
AGAP004555,,15.98,0.000405865,0.212004964,8.91E-05,2,,,
AGAP004575,,2.79,3.13E-05,0.197318282,9.78E-06,4,,,
AGAP004585,,98.39,0.000566496,0.230019744,0.000208166,8,core4854,,
AGAP004595,GPRGBB2,33.5,0.000360902,0.208409214,0.000256683,6,,,
AGAP004605,,95.62,0.000798229,0.23473158,0.000107828,1,core4854,,
AGAP004615,,76.59,0.000663148,0.222919636,4.84E-06,8,,,
AGAP004625,,43.21,0.000603643,0.231399329,3.93E-06,4,,,
AGAP004635,,58.14,0.002387059,0.230309095,4.24E-06,5,,,
AGAP004645,,0.67,3.20E-06,0.148654924,0,10,,,
AGAP004655,,74.57,0.002982608,0.237208845,3.97E-05,5,core4854,,
AGAP004665,CYP306A1,2.03,8.66E-06,0.19442574,5.56E-05,11,,,
AGAP004675,GPRMAC2,136.1,0.001445784,0.231477492,4.94E-05,6,core4854,,
